Course_Name,Course_ID,CU_Pk1,Item_Position,Gradebook_Item,Gradebook_Type,Gradebook_Date,Grade_Catagory,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,40,6-2.1: Fingerprint Analysis Assignment,N,NULL,Hw,,NULL,0,10,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,52:10.0,Hw,,3,0,5,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,42,Unit 6 Assessment,N,02:20.8,Qz,,30,0,30,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,43,7-1.1: Can You Identify a Forgery? Assignment,N,NULL,Hw,,NULL,0,10,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,44,7-2.1: Questioned Documents Case Studies DB #9,N,NULL,Hw,,NULL,0,5,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,45,7-2.2: Handwriting Analysis,N,NULL,Hw,,NULL,0,5,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,46,7-3.1: TWEAS Case DB #10,N,NULL,Hw,,NULL,0,5,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,NULL,Hw,,NULL,0,10,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,48,Unit 7 Assessment,N,28:04.6,Qz,,18,0,20,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,279.05,388,388,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,21:30.2,Hw,,40,0,50,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257520,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,319.05,0,438,07:30.5
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,336.07,0,438,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,9,WORK ATTEMPTED,T,NULL,,,336.07,433,433,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,02:24.9,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,11,0-1.2: Intro Assignment - DB #1,N,01:04.1,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,12,0-1.3: Intro Assignment - Submitting Files,N,25:23.3,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,13,1-1.1: Lesson 1-1 Graphic Organizer,N,54:34.7,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,14,1-2.1: Explore a Career Assignment,N,53:46.8,Hw,,7.32,0,12,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,15,1-2.2: Explore a Career DB #2,N,23:13.5,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,16,1-2.3: Lesson 1-2 Graphic Organizer,N,56:23.7,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,17,Unit 1 Assessment,N,09:50.9,Qz,,16,0,20,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,18,2-1.1: Crime Scene DB #3,N,24:42.5,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,19,2-2.1: Evidence Collection DB #4,N,03:50.6,Hw,,3,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,20,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,61.32,72,72,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,21,2-3.1: Hair Analysis Lab,N,20:43.4,Hw,,7.25,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,22,Unit 2 Assessment,N,22:09.8,Qz,,24,0,28,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,23,3-1.1: BrainPop Periodic Table of the Elements,N,50:12.5,,,4.5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,24,3-1.2: Periodic Table of the Elements Lab,N,44:36.0,Hw,,8.5,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,25,3-2.1: pH Analysis Lab,N,52:24.6,Hw,,9.5,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,26,3-3.1: Drug Analysis and Toxicology DB #5,N,54:49.4,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,27,3-4.1: A Very Cold Case DB #6,N,58:04.7,Hw,,4,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,28,3-4.2: Mystery Powder Lab,N,00:19.4,Hw,,9,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,29,Unit 3 Assessment,N,23:42.1,Qz,,22,0,30,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,30,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,155.07,185,185,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,31,4-1.1: Compare/Contrast Microscopes Assignment,N,07:35.6,Hw,,15,0,15,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,29:12.2,Hw,,10,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,33,Unit 4 Assessment,N,22:12.5,Qz,,12,0,24,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,34,5-1.1: BrainPop Video on DNA,N,57:27.5,,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,35,5-1.2: DNA DB #7,N,02:33.2,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,36,5-2.1: DNA Lab,N,40:56.4,Hw,,7.5,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,37,Unit 5 Assessment,N,20:30.3,Qz,,14,0,24,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,38,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,223.57,278,278,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,14:30.9,Hw,,10,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,40,6-2.1: Fingerprint Analysis Assignment,N,02:42.2,Hw,,10,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,54:53.9,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,42,Unit 6 Assessment,N,12:35.2,Qz,,22,0,30,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,43,7-1.1: Can You Identify a Forgery? Assignment,N,20:06.2,Hw,,10,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,44,7-2.1: Questioned Documents Case Studies DB #9,N,NULL,Hw,,NULL,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,45,7-2.2: Handwriting Analysis,N,24:00.7,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,46,7-3.1: TWEAS Case DB #10,N,02:11.8,Hw,,5,0,5,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,08:06.3,Hw,,10,0,10,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,48,Unit 7 Assessment,N,24:43.5,Qz,,18,0,20,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,318.57,388,388,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,45:55.4,Hw,,17.5,0,50,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,257763,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,336.07,0,438,58:07.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,363.97,0,438,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,9,WORK ATTEMPTED,T,NULL,,,363.97,438,438,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,03:05.7,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,11,0-1.2: Intro Assignment - DB #1,N,52:31.7,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,12,0-1.3: Intro Assignment - Submitting Files,N,39:41.6,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,13,1-1.1: Lesson 1-1 Graphic Organizer,N,41:26.3,Hw,,4.63,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,14,1-2.1: Explore a Career Assignment,N,33:04.7,Hw,,9.84,0,12,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,15,1-2.2: Explore a Career DB #2,N,48:54.4,Hw,,4,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,16,1-2.3: Lesson 1-2 Graphic Organizer,N,38:47.4,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,17,Unit 1 Assessment,N,24:24.6,Qz,,18,0,20,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,18,2-1.1: Crime Scene DB #3,N,34:01.8,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,19,2-2.1: Evidence Collection DB #4,N,37:35.1,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,20,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,66.47,72,72,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,21,2-3.1: Hair Analysis Lab,N,30:26.4,Hw,,8.5,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,22,Unit 2 Assessment,N,30:49.6,Qz,,18,0,28,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,23,3-1.1: BrainPop Periodic Table of the Elements,N,57:07.2,,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,24,3-1.2: Periodic Table of the Elements Lab,N,58:02.7,Hw,,10,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,25,3-2.1: pH Analysis Lab,N,32:52.3,Hw,,9,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,26,3-3.1: Drug Analysis and Toxicology DB #5,N,27:22.0,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,27,3-4.1: A Very Cold Case DB #6,N,47:53.7,Hw,,2.5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,28,3-4.2: Mystery Powder Lab,N,20:48.8,Hw,,9,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,29,Unit 3 Assessment,N,47:50.9,Qz,,22,0,30,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,30,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,155.47,185,185,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,31,4-1.1: Compare/Contrast Microscopes Assignment,N,35:18.0,Hw,,15,0,15,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,30:25.3,Hw,,6,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,33,Unit 4 Assessment,N,54:00.0,Qz,,18,0,24,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,34,5-1.1: BrainPop Video on DNA,N,40:12.7,,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,35,5-1.2: DNA DB #7,N,24:04.0,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,36,5-2.1: DNA Lab,N,35:29.7,Hw,,3.5,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,37,Unit 5 Assessment,N,19:46.8,Qz,,18,0,24,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,38,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,225.97,278,278,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,42:06.4,Hw,,10,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,40,6-2.1: Fingerprint Analysis Assignment,N,28:19.6,Hw,,0,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,43:23.4,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,42,Unit 6 Assessment,N,50:28.9,Qz,,26,0,30,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,43,7-1.1: Can You Identify a Forgery? Assignment,N,41:01.6,Hw,,10,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,44,7-2.1: Questioned Documents Case Studies DB #9,N,37:23.5,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,45,7-2.2: Handwriting Analysis,N,02:39.2,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,46,7-3.1: TWEAS Case DB #10,N,38:39.3,Hw,,5,0,5,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,26:03.8,Hw,,10,0,10,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,48,Unit 7 Assessment,N,56:41.1,Qz,,12,0,20,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,313.97,388,388,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,08:20.8,Hw,,50,0,50,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256422,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,363.97,0,438,14:21.9
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,298.8,0,438,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,9,WORK ATTEMPTED,T,NULL,,,298.8,438,438,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,58:03.3,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,11,0-1.2: Intro Assignment - DB #1,N,58:36.9,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,12,0-1.3: Intro Assignment - Submitting Files,N,48:43.4,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,13,1-1.1: Lesson 1-1 Graphic Organizer,N,51:13.7,Hw,,3.81,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,14,1-2.1: Explore a Career Assignment,N,31:44.4,Hw,,10.92,0,12,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,15,1-2.2: Explore a Career DB #2,N,36:37.8,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,16,1-2.3: Lesson 1-2 Graphic Organizer,N,45:51.1,Hw,,2.4,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,17,Unit 1 Assessment,N,25:30.9,Qz,,14,0,20,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,18,2-1.1: Crime Scene DB #3,N,48:02.9,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,19,2-2.1: Evidence Collection DB #4,N,56:09.2,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,20,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,61.13,72,72,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,21,2-3.1: Hair Analysis Lab,N,41:13.6,Hw,,5.67,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,22,Unit 2 Assessment,N,54:56.4,Qz,,20,0,28,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,23,3-1.1: BrainPop Periodic Table of the Elements,N,48:29.3,,,4,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,24,3-1.2: Periodic Table of the Elements Lab,N,34:15.2,Hw,,5,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,25,3-2.1: pH Analysis Lab,N,53:47.0,Hw,,10,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,26,3-3.1: Drug Analysis and Toxicology DB #5,N,26:04.4,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,27,3-4.1: A Very Cold Case DB #6,N,38:33.1,Hw,,2,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,28,3-4.2: Mystery Powder Lab,N,58:36.2,Hw,,9,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,29,Unit 3 Assessment,N,56:16.0,Qz,,16,0,30,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,30,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,137.8,185,185,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,31,4-1.1: Compare/Contrast Microscopes Assignment,N,29:40.4,Hw,,12,0,15,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,32,4-2.1: Summary of the Case of Karyn Slover Assignment,N,17:45.0,Hw,,9,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,33,Unit 4 Assessment,N,28:52.9,Qz,,10,0,24,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,34,5-1.1: BrainPop Video on DNA,N,51:23.2,,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,35,5-1.2: DNA DB #7,N,59:37.6,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,36,5-2.1: DNA Lab,N,37:24.7,Hw,,2,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,37,Unit 5 Assessment,N,58:32.3,Qz,,14,0,24,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,38,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,194.8,278,278,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,39,6-1.1: History of Fingerprinting and the Application to Solving Crimes,N,41:29.2,Hw,,10,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,40,6-2.1: Fingerprint Analysis Assignment,N,58:09.5,Hw,,7,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,41,6-2.2: Conviction Through Enhanced Fingerprint Evidence DB #8,N,30:55.0,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,42,Unit 6 Assessment,N,51:36.7,Qz,,22,0,30,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,43,7-1.1: Can You Identify a Forgery? Assignment,N,42:00.5,Hw,,10,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,44,7-2.1: Questioned Documents Case Studies DB #9,N,39:47.5,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,45,7-2.2: Handwriting Analysis,N,02:36.8,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,46,7-3.1: TWEAS Case DB #10,N,57:29.5,Hw,,5,0,5,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,47,7-3.2: TWEAS Case Ð Solve the Crime Assignment,N,01:13.1,Hw,,10,0,10,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,48,Unit 7 Assessment,N,52:59.9,Qz,,10,0,20,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,49,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,283.8,388,388,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,50,8-1.1: The Final Case Ð Solve the Crime Assignment,N,19:39.4,Hw,,15,0,50,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,256421,52,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,298.8,0,438,18:29.0
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,8,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,185.38,0,438,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,9,WORK ATTEMPTED,T,NULL,,,185.38,278,278,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,10,0-1.1: Intro Assignment - Send a Message to Your Instructor,N,59:51.0,Hw,,5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,11,0-1.2: Intro Assignment - DB #1,N,28:20.6,Hw,,5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,12,0-1.3: Intro Assignment - Submitting Files,N,25:32.3,Hw,,5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,13,1-1.1: Lesson 1-1 Graphic Organizer,N,43:22.9,Hw,,4.25,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,14,1-2.1: Explore a Career Assignment,N,44:11.0,Hw,,12,0,12,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,15,1-2.2: Explore a Career DB #2,N,47:48.6,Hw,,5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,16,1-2.3: Lesson 1-2 Graphic Organizer,N,28:38.7,Hw,,5,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,17,Unit 1 Assessment,N,44:06.4,Qz,,8,0,20,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,18,2-1.1: Crime Scene DB #3,N,00:47.3,Hw,,3,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,19,2-2.1: Evidence Collection DB #4,N,21:44.8,Hw,,3,0,5,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,20,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,55.25,72,72,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,21,2-3.1: Hair Analysis Lab,N,47:58.9,Hw,,6.13,0,10,55:33.4
Forensic Science (Introduction) (Sem2 16-17 Sec 02),FrScA-S217-02,259107,22,Unit 2 Assessment,N,05:11.5,Qz,,22,0,28,55:33.4
