Extraction Date:,6/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,2/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State Name,SEA Education Environment,SEA Disability Category,American Indian or Alaska Native Age 3 to 5 ,Asian Age 3-5 ,Black or African American Age 3-5 ,Hispanic/Latino Age 3-5 ,Native Hawaiian or Other Pacific Islander Age 3-5 ,Two or More Races Age 3-5 ,White Age 3-5 ,Female Age 3 to 5,Male Age 3 to 5,LEP Yes Age 3 to 5,LEP No Age 3 to 5,Age 3 to 5,Age 6-11,Age 12-17,Age 18-21,Ages 6-21,LEP Yes Age 6 to 21,LEP No Age 6 to 21,Female Age 6 to 21,Male Age 6 to 21,American Indian or Alaska Native Age 6 to21,Asian Age 6 to21,Black or African American Age 6 to21,Hispanic/Latino Age 6 to21,Native Hawaiian or Other Pacific Islander Age 6 to21,Two or more races Age 6 to21,White Age 6 to21
2012,NORTH DAKOTA,Service Provider Location,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Services Regular Early Childhood Program (at least 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Services Regular Early Childhood Program (less than 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Total, Age 3-5",Traumatic brain injury,1,0,1,0,0,0,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Total, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,16,26,10,52,-,-,-,-,5,0,3,3,0,0,41
2012,NORTH DAKOTA,Correctional Facilities,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Home,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Homebound/Hospital,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Inside regular class 40% through 79% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,6,4,0,10,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Inside regular class 80% or more of the day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,16,15,4,35,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Inside regular class less than 40% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Other Location Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Other Location Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Parentally Placed in Private Schools,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Residential Facility, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Residential Facility, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Separate Class,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Separate School, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Separate School, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Service Provider Location,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Services Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,Services Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Total, Age 3-5",Visual impairment,0,0,1,2,0,0,4,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTH DAKOTA,"Total, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,24,19,4,47,-,-,-,-,5,0,0,2,0,0,40
2012,NORTHERN MARIANAS,Correctional Facilities,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,0,2,0,2,0,0,0,0,2,0,0
2012,NORTHERN MARIANAS,Home,All Disabilities,-,-,-,-,-,-,-,7,14,0,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Homebound/Hospital,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,0,2,0,2,0,0,0,0,1,1,0
2012,NORTHERN MARIANAS,Inside regular class 40% through 79% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,9,31,7,47,14,33,22,25,0,9,0,0,26,12,0
2012,NORTHERN MARIANAS,Inside regular class 80% or more of the day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,284,361,69,714,289,425,202,512,0,128,0,0,459,126,1
2012,NORTHERN MARIANAS,Inside regular class less than 40% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,x,9,x,12,1,11,4,8,0,5,0,0,5,2,0
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (at least 10 Hours),All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (less than 10 Hours),All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Parentally Placed in Private Schools,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,16,16,0,32,0,32,12,20,0,14,0,0,6,8,4
2012,NORTHERN MARIANAS,"Residential Facility, Age 3-5",All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NORTHERN MARIANAS,Separate Class,All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 3-5",All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0
2012,NORTHERN MARIANAS,Service Provider Location,All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (at least 10 Hours),All Disabilities,-,-,-,-,-,-,-,19,46,0,65,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (less than 10 Hours),All Disabilities,-,-,-,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 3-5",All Disabilities,0,35,0,0,34,17,0,26,60,0,86,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,311,418,80,809,304,505,240,569,0,156,0,0,499,149,5
2012,NORTHERN MARIANAS,Correctional Facilities,Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Home,Autism,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Homebound/Hospital,Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 40% through 79% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,6,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 80% or more of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,41,26,0,67,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class less than 40% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,x,4,x,4,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (less than 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Parentally Placed in Private Schools,Autism,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Separate Class,Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Service Provider Location,Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (less than 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,45,34,1,80,-,-,-,-,0,34,0,0,28,18,0
2012,NORTHERN MARIANAS,Correctional Facilities,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Home,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Homebound/Hospital,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 40% through 79% of day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 80% or more of the day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class less than 40% of day,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (at least 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (less than 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Parentally Placed in Private Schools,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 3-5",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Separate Class,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 3-5",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Service Provider Location,Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (at least 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (less than 10 Hours),Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 3-5",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 6-21",Deaf-blindness,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,0,0,0,0,0,1,0
2012,NORTHERN MARIANAS,Correctional Facilities,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Home,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Homebound/Hospital,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 40% through 79% of day,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 80% or more of the day,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,39,0,0,39,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class less than 40% of day,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (at least 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (less than 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Parentally Placed in Private Schools,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,4,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 3-5",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 6-21",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Separate Class,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 3-5",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 6-21",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Service Provider Location,Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (at least 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (less than 10 Hours),Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 3-5",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 6-21",Developmental delay (valid only for children ages 3-9 when defined by state),-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,43,-,-,-,-,0,15,0,0,25,3,0
2012,NORTHERN MARIANAS,Correctional Facilities,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Home,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Homebound/Hospital,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 40% through 79% of day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 80% or more of the day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,1,7,0,8,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class less than 40% of day,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (at least 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (less than 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Parentally Placed in Private Schools,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 3-5",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Separate Class,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 3-5",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Service Provider Location,Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (at least 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (less than 10 Hours),Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 3-5",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 6-21",Emotional disturbance,-,-,-,-,-,-,-,-,-,-,-,-,1,8,0,9,-,-,-,-,0,1,0,0,6,2,0
2012,NORTHERN MARIANAS,Correctional Facilities,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Home,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Homebound/Hospital,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 40% through 79% of day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 80% or more of the day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,7,10,0,17,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class less than 40% of day,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,2,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (at least 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Other Location Regular Early Childhood Program (less than 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Parentally Placed in Private Schools,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 3-5",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Residential Facility, Age 6-21",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Separate Class,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 3-5",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Separate School, Age 6-21",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Service Provider Location,Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (at least 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Services Regular Early Childhood Program (less than 10 Hours),Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 3-5",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,"Total, Age 6-21",Hearing impairment,-,-,-,-,-,-,-,-,-,-,-,-,11,11,0,22,-,-,-,-,0,7,0,0,14,1,0
2012,NORTHERN MARIANAS,Correctional Facilities,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Home,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Homebound/Hospital,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 40% through 79% of day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,2,6,4,12,-,-,-,-,-,-,-,-,-,-,-
2012,NORTHERN MARIANAS,Inside regular class 80% or more of the day,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,11,26,5,42,-,-,-,-,-,-,-,-,-,-,-
