code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation_length,date_registration,date_unregistration
DDD,2014B,387656,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,241,-15,82
DDD,2014B,387963,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Distinction,241,-45,NA
DDD,2014B,390026,M,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,241,-72,NA
DDD,2014B,391611,F,Ireland,A Level or Equivalent,0-10%,0-35,3,60,N,Fail,241,-25,NA
DDD,2014B,391924,F,North Region,A Level or Equivalent,NA,0-35,0,60,N,Pass,241,-93,NA
DDD,2014B,392802,F,London Region,Lower Than A Level,20-30%,0-35,3,60,N,Withdrawn,241,-17,81
DDD,2014B,393094,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,150,N,Withdrawn,241,-4,159
DDD,2014B,394020,M,North Region,Lower Than A Level,80-90%,0-35,2,60,N,Fail,241,-20,NA
DDD,2014B,395164,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,2,150,Y,Withdrawn,241,-60,0
DDD,2014B,395288,F,East Anglian Region,Lower Than A Level,10-20,0-35,1,90,N,Fail,241,-155,NA
DDD,2014B,397429,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,241,-75,NA
DDD,2014B,398529,M,Wales,Lower Than A Level,30-40%,0-35,1,120,N,Fail,241,4,NA
DDD,2014B,399203,F,Wales,HE Qualification,40-50%,35-55,2,120,N,Withdrawn,241,-24,97
DDD,2014B,400461,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,241,-68,10
DDD,2014B,400599,M,Wales,HE Qualification,90-100%,35-55,0,90,N,Withdrawn,241,-17,157
DDD,2014B,402314,F,North Region,HE Qualification,NA,0-35,1,150,N,Distinction,241,-25,NA
DDD,2014B,402575,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,241,-108,111
DDD,2014B,406753,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn,241,-214,-10
DDD,2014B,407115,M,South Region,A Level or Equivalent,50-60%,0-35,3,120,N,Fail,241,-80,NA
DDD,2014B,407303,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,241,-17,NA
DDD,2014B,409284,F,Wales,No Formal quals,30-40%,35-55,0,90,N,Withdrawn,241,-54,95
DDD,2014B,410816,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,330,Y,Withdrawn,241,-22,228
DDD,2014B,411060,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,241,-64,NA
DDD,2014B,412600,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,241,-139,NA
DDD,2014B,412663,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,241,-52,NA
DDD,2014B,413629,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Withdrawn,241,-25,33
DDD,2014B,415151,M,East Midlands Region,Lower Than A Level,10-20,0-35,2,120,Y,Fail,241,-17,NA
DDD,2014B,415695,F,South Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail,241,-22,NA
DDD,2014B,416008,M,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Pass,241,-24,NA
DDD,2014B,418453,F,North Region,A Level or Equivalent,NA,0-35,1,60,N,Pass,241,-10,NA
DDD,2014B,418781,M,West Midlands Region,Lower Than A Level,60-70%,0-35,2,120,N,Pass,241,-12,NA
DDD,2014B,421242,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,241,-97,9
DDD,2014B,421754,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,241,-46,73
DDD,2014B,421877,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Withdrawn,241,-24,11
DDD,2014B,424880,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,150,N,Pass,241,-200,NA
DDD,2014B,426137,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,N,Withdrawn,241,-12,60
DDD,2014B,426297,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,241,-64,NA
DDD,2014B,428769,M,North Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,241,-12,NA
DDD,2014B,430282,M,South West Region,Lower Than A Level,30-40%,0-35,1,60,Y,Withdrawn,241,-46,0
DDD,2014B,430678,M,London Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,241,-25,NA
DDD,2014B,431136,M,Wales,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,241,-17,180
DDD,2014B,431406,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,241,-110,NA
DDD,2014B,434002,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,241,-268,145
DDD,2014B,434841,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,241,-12,NA
DDD,2014B,440103,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,241,-104,NA
DDD,2014B,440331,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,241,-29,NA
DDD,2014B,440798,M,Wales,Lower Than A Level,60-70%,0-35,1,150,N,Fail,241,-199,NA
DDD,2014B,441213,M,North Western Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,241,-8,NA
DDD,2014B,441393,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,241,-110,33
DDD,2014B,442393,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,241,-66,NA
DDD,2014B,442873,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,241,-100,NA
DDD,2014B,443861,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,241,-12,NA
DDD,2014B,444474,M,South West Region,A Level or Equivalent,80-90%,0-35,1,60,N,Withdrawn,241,-75,75
DDD,2014B,445145,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,241,-86,NA
DDD,2014B,445857,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,241,-93,NA
DDD,2014B,447162,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,241,-46,NA
DDD,2014B,464592,M,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Fail,241,-22,NA
DDD,2014B,464685,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,70,N,Pass,241,-36,NA
DDD,2014B,464748,F,North Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn,241,-157,198
DDD,2014B,464887,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,241,-54,104
DDD,2014B,465413,F,South East Region,Lower Than A Level,30-40%,35-55,0,150,N,Pass,241,-52,NA
DDD,2014B,466158,F,South Region,Lower Than A Level,30-40%,0-35,2,180,Y,Withdrawn,241,-263,-52
DDD,2014B,466714,M,South West Region,A Level or Equivalent,40-50%,0-35,2,120,Y,Withdrawn,241,-62,166
DDD,2014B,467230,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,1,90,N,Distinction,241,-64,NA
DDD,2014B,468386,F,Scotland,HE Qualification,0-10%,0-35,2,310,N,Withdrawn,241,-79,68
DDD,2014B,469425,M,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Fail,241,-22,NA
DDD,2014B,469614,M,Wales,Lower Than A Level,10-20,0-35,0,90,N,Pass,241,-59,NA
DDD,2014B,470555,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,241,-109,39
DDD,2014B,470733,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,241,-72,NA
DDD,2014B,471189,M,London Region,Lower Than A Level,70-80%,35-55,1,120,N,Withdrawn,241,-74,40
DDD,2014B,471476,F,North Western Region,A Level or Equivalent,40-50%,35-55,1,120,N,Fail,241,-29,NA
DDD,2014B,471669,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,241,-22,NA
DDD,2014B,472257,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,1,150,N,Pass,241,-108,NA
DDD,2014B,472284,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,241,-25,NA
DDD,2014B,472651,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,241,-113,NA
DDD,2014B,473265,F,South East Region,Lower Than A Level,40-50%,35-55,0,75,N,Withdrawn,241,-24,180
DDD,2014B,473406,M,Scotland,Lower Than A Level,90-100%,35-55,1,120,N,Withdrawn,241,-117,30
DDD,2014B,474153,M,London Region,Lower Than A Level,0-10%,0-35,3,150,N,Fail,241,-22,NA
DDD,2014B,474451,M,North Western Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,241,-17,NA
DDD,2014B,477063,M,East Anglian Region,Lower Than A Level,90-100%,0-35,3,150,N,Fail,241,-25,NA
DDD,2014B,477180,F,East Midlands Region,Lower Than A Level,70-80%,0-35,2,130,N,Fail,241,-53,NA
DDD,2014B,479649,M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,241,-45,NA
DDD,2014B,479921,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,2,75,N,Withdrawn,241,-255,-59
DDD,2014B,480956,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,241,-47,NA
DDD,2014B,481863,F,Scotland,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,241,-40,NA
DDD,2014B,484130,F,London Region,A Level or Equivalent,60-70%,0-35,0,70,N,Withdrawn,241,-22,228
DDD,2014B,484213,F,London Region,A Level or Equivalent,10-20,0-35,0,130,N,Pass,241,-17,NA
DDD,2014B,484305,M,East Anglian Region,Lower Than A Level,10-20,0-35,2,150,N,Withdrawn,241,-25,19
DDD,2014B,484762,F,South East Region,A Level or Equivalent,10-20,35-55,2,120,Y,Pass,241,-95,NA
DDD,2014B,485219,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,90,N,Fail,241,-57,NA
DDD,2014B,485306,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,241,-135,29
DDD,2014B,486022,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,241,-22,NA
DDD,2014B,488550,F,Scotland,HE Qualification,20-30%,0-35,1,120,N,Withdrawn,241,-17,179
DDD,2014B,489507,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,241,-207,NA
DDD,2014B,490164,F,South East Region,Lower Than A Level,90-100%,0-35,1,120,Y,Fail,241,5,NA
DDD,2014B,491036,F,South East Region,A Level or Equivalent,40-50%,0-35,2,180,N,Pass,241,-67,NA
DDD,2014B,491792,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Withdrawn,241,-22,-16
DDD,2014B,491912,M,East Anglian Region,No Formal quals,60-70%,0-35,1,120,N,Withdrawn,241,-147,-143
DDD,2014B,492095,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,241,-85,NA
DDD,2014B,492537,M,London Region,Lower Than A Level,70-80%,0-35,1,60,Y,Pass,241,-69,NA
DDD,2014B,493055,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,241,-22,12
DDD,2014B,493296,F,North Region,Lower Than A Level,50-60%,0-35,2,60,N,Fail,241,-29,NA
DDD,2014B,493434,M,Ireland,Lower Than A Level,NA,35-55,0,120,N,Withdrawn,241,-69,97
DDD,2014B,493793,M,South Region,A Level or Equivalent,40-50%,0-35,1,180,Y,Withdrawn,241,-95,-52
DDD,2014B,493879,M,Scotland,A Level or Equivalent,60-70%,0-35,2,120,Y,Withdrawn,241,-22,52
DDD,2014B,493984,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,241,-29,16
DDD,2014B,494329,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,241,-107,175
DDD,2014B,496085,F,South West Region,Lower Than A Level,30-40%,0-35,0,150,N,Fail,241,-104,NA
DDD,2014B,497206,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,241,-29,0
DDD,2014B,497405,M,London Region,HE Qualification,80-90%,55<=,1,60,N,Withdrawn,241,-25,10
DDD,2014B,498363,F,East Anglian Region,Lower Than A Level,60-70%,0-35,2,90,Y,Pass,241,-8,NA
DDD,2014B,498438,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,241,-218,-123
DDD,2014B,498582,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,241,-68,135
DDD,2014B,498793,M,Wales,Lower Than A Level,10-20,35-55,1,240,Y,Withdrawn,241,-43,184
DDD,2014B,498905,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,241,-22,180
DDD,2014B,498980,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,241,-65,NA
DDD,2014B,501123,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn,241,-11,122
DDD,2014B,501487,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,241,-78,NA
DDD,2014B,501723,F,South Region,A Level or Equivalent,40-50%,0-35,2,120,N,Withdrawn,241,-17,121
DDD,2014B,501890,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,241,-123,6
DDD,2014B,502004,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,241,-25,NA
DDD,2014B,502057,F,London Region,Lower Than A Level,40-50%,35-55,1,120,N,Pass,241,-68,NA
DDD,2014B,502161,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,60,Y,Fail,241,-92,NA
DDD,2014B,502207,M,North Region,A Level or Equivalent,40-50%,0-35,2,120,N,Fail,241,-4,NA
DDD,2014B,504089,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,241,-15,NA
DDD,2014B,505561,F,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,Y,Fail,241,-29,NA
DDD,2014B,505815,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Pass,241,-60,NA
DDD,2014B,505854,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,241,-68,216
DDD,2014B,507812,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,241,-134,200
DDD,2014B,508446,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,241,-24,83
DDD,2014B,508594,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,241,-24,226
DDD,2014B,508872,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,241,-25,194
DDD,2014B,509100,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,241,-144,-16
DDD,2014B,509417,F,East Midlands Region,No Formal quals,20-30%,0-35,1,60,N,Withdrawn,241,-304,0
DDD,2014B,511869,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,241,-45,-44
DDD,2014B,511890,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Withdrawn,241,-34,86
DDD,2014B,513415,M,South East Region,A Level or Equivalent,10-20,0-35,1,60,Y,Withdrawn,241,-150,170
DDD,2014B,513687,M,North Western Region,Lower Than A Level,20-30%,35-55,2,120,N,Pass,241,-138,NA
DDD,2014B,513957,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,241,-163,NA
DDD,2014B,514277,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Withdrawn,241,-206,10
DDD,2014B,515161,F,North Region,No Formal quals,NA,0-35,0,60,N,Fail,241,-36,NA
DDD,2014B,515331,M,South East Region,Lower Than A Level,30-40%,35-55,2,60,N,Fail,241,-24,NA
DDD,2014B,516318,M,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,241,-93,NA
DDD,2014B,517864,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,241,-68,NA
DDD,2014B,518265,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,241,-29,-11
DDD,2014B,518330,F,South West Region,A Level or Equivalent,60-70%,0-35,1,90,N,Withdrawn,241,-131,-8
DDD,2014B,520349,M,South Region,Lower Than A Level,70-80%,0-35,1,120,N,Withdrawn,241,-34,163
DDD,2014B,520962,F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,Pass,241,-24,NA
DDD,2014B,521249,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,241,-82,-10
DDD,2014B,522129,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,120,N,Withdrawn,241,-85,179
DDD,2014B,522205,M,North Region,A Level or Equivalent,70-80%,0-35,2,60,N,Fail,241,-89,NA
DDD,2014B,522363,F,London Region,HE Qualification,20-30%,35-55,1,120,N,Withdrawn,241,-22,164
DDD,2014B,522690,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,1,150,N,Withdrawn,241,-95,-58
DDD,2014B,522840,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,241,-5,NA
DDD,2014B,523583,F,London Region,A Level or Equivalent,20-30%,35-55,1,120,Y,Fail,241,-8,NA
DDD,2014B,523857,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Pass,241,-110,NA
DDD,2014B,523978,F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,241,-43,NA
DDD,2014B,524109,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Fail,241,-22,NA
DDD,2014B,524137,F,North Western Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,241,-75,NA
DDD,2014B,525412,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,241,-34,NA
DDD,2014B,525635,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,241,-22,NA
DDD,2014B,526098,M,North Region,Post Graduate Qualification,NA,35-55,1,150,N,Withdrawn,241,-304,-248
DDD,2014B,526175,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,241,-53,NA
DDD,2014B,527242,F,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,241,-46,122
DDD,2014B,527323,F,London Region,Lower Than A Level,10-20,0-35,3,90,N,Fail,241,-36,NA
DDD,2014B,528330,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,241,-116,11
DDD,2014B,528699,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,241,-75,187
DDD,2014B,528822,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,241,-24,10
DDD,2014B,529190,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,241,-108,NA
DDD,2014B,531069,M,East Anglian Region,Lower Than A Level,60-70%,35-55,2,120,Y,Withdrawn,241,-25,228
DDD,2014B,531234,F,West Midlands Region,Lower Than A Level,70-80%,35-55,1,120,N,Pass,241,-27,NA
DDD,2014B,531243,M,South East Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,241,-65,215
DDD,2014B,531340,F,East Anglian Region,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,241,-255,226
DDD,2014B,532194,M,North Region,A Level or Equivalent,NA,35-55,0,120,N,Withdrawn,241,-41,125
DDD,2014B,532988,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,241,-50,NA
DDD,2014B,533012,M,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Fail,241,-151,NA
DDD,2014B,534201,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,241,-154,NA
DDD,2014B,536794,M,South West Region,Lower Than A Level,70-80%,0-35,0,210,N,Withdrawn,241,-113,-72
DDD,2014B,536941,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,241,-129,NA
DDD,2014B,536999,M,North Region,Lower Than A Level,NA,35-55,1,60,Y,Withdrawn,241,-22,96
DDD,2014B,537238,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,180,N,Withdrawn,241,-131,-60
DDD,2014B,537756,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,270,N,Pass,241,-96,NA
DDD,2014B,539060,F,Ireland,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,241,-92,55
DDD,2014B,539186,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,2,120,N,Fail,241,-155,NA
DDD,2014B,539451,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,Pass,241,-106,NA
DDD,2014B,539588,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,241,-46,NA
DDD,2014B,539872,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,241,-28,115
DDD,2014B,540758,F,South Region,Lower Than A Level,80-90%,0-35,2,90,N,Pass,241,-25,NA
DDD,2014B,541000,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,241,-54,NA
DDD,2014B,541765,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,241,-1,NA
DDD,2014B,543356,F,Ireland,Lower Than A Level,10-20,35-55,0,210,N,Withdrawn,241,-52,-23
DDD,2014B,543361,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,241,-163,75
DDD,2014B,543789,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,241,-24,NA
DDD,2014B,543976,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,241,-88,72
DDD,2014B,544499,F,Wales,Lower Than A Level,10-20,0-35,2,180,N,Withdrawn,241,-72,102
DDD,2014B,544587,F,South East Region,Lower Than A Level,90-100%,35-55,1,120,Y,Fail,241,-114,NA
DDD,2014B,545387,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn,241,-34,30
DDD,2014B,546025,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,241,-41,NA
DDD,2014B,546040,M,East Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,241,-17,NA
DDD,2014B,546299,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,241,-136,73
DDD,2014B,546403,M,North Western Region,Lower Than A Level,60-70%,0-35,2,240,N,Withdrawn,241,-161,228
DDD,2014B,546584,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,241,-46,NA
DDD,2014B,546654,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,Y,Distinction,241,-89,NA
DDD,2014B,547629,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,60,N,Withdrawn,241,-151,227
DDD,2014B,547786,M,Scotland,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,241,-137,104
DDD,2014B,547816,F,North Western Region,Lower Than A Level,60-70%,0-35,1,210,N,Withdrawn,241,-43,0
DDD,2014B,547860,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,241,-69,-26
DDD,2014B,548292,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,241,-72,NA
DDD,2014B,548371,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,241,-92,NA
DDD,2014B,548500,M,Wales,A Level or Equivalent,50-60%,35-55,1,120,N,Withdrawn,241,-95,96
DDD,2014B,549160,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,241,-127,108
DDD,2014B,549785,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,241,-43,-7
DDD,2014B,550046,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,241,-89,NA
DDD,2014B,550638,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,241,-129,NA
DDD,2014B,550893,M,North Region,A Level or Equivalent,0-10%,0-35,1,90,N,Fail,241,-50,NA
DDD,2014B,551109,F,North Region,Lower Than A Level,0-10%,0-35,0,210,N,Withdrawn,241,-40,23
DDD,2014B,551171,F,South West Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,241,-164,NA
DDD,2014B,551340,M,South Region,Lower Than A Level,30-40%,35-55,0,120,Y,Withdrawn,241,-50,11
DDD,2014B,551427,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,241,-82,NA
DDD,2014B,551814,M,North Western Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,241,-25,NA
DDD,2014B,552003,F,London Region,A Level or Equivalent,90-100%,35-55,1,120,N,Distinction,241,-137,NA
DDD,2014B,552255,M,North Western Region,A Level or Equivalent,20-30%,0-35,1,90,N,Pass,241,-78,NA
DDD,2014B,552908,M,North Western Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,241,-28,110
DDD,2014B,554065,M,North Region,Lower Than A Level,NA,0-35,1,60,N,Distinction,241,-46,NA
DDD,2014B,554444,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,241,-113,46
DDD,2014B,554585,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,241,-128,34
DDD,2014B,554588,F,North Region,HE Qualification,20-30%,35-55,1,90,N,Fail,241,-36,NA
DDD,2014B,554712,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,241,-72,213
DDD,2014B,555132,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,241,-92,169
DDD,2014B,555137,F,Scotland,Lower Than A Level,10-20,0-35,2,150,N,Fail,241,-81,NA
DDD,2014B,555408,M,South Region,A Level or Equivalent,70-80%,0-35,2,150,N,Fail,241,-22,NA
DDD,2014B,555446,M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,241,-57,NA
DDD,2014B,556007,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,241,-115,221
DDD,2014B,556057,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,241,-93,NA
DDD,2014B,556170,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,241,-93,55
DDD,2014B,556171,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,241,-25,NA
DDD,2014B,556370,M,Scotland,HE Qualification,50-60%,0-35,2,120,N,Fail,241,-24,NA
DDD,2014B,556374,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,241,-24,172
DDD,2014B,556416,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,Y,Distinction,241,-65,NA
DDD,2014B,556836,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn,241,-138,-57
DDD,2014B,557404,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,241,-17,NA
DDD,2014B,557751,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn,241,-141,-46
DDD,2014B,558029,M,Scotland,HE Qualification,60-70%,35-55,1,120,N,Pass,241,-89,NA
DDD,2014B,558292,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass,241,-24,NA
DDD,2014B,558629,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,241,-57,NA
DDD,2014B,558705,M,South Region,A Level or Equivalent,80-90%,0-35,2,120,N,Pass,241,-28,NA
DDD,2014B,559328,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,241,-150,NA
DDD,2014B,559872,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,180,N,Pass,241,-232,NA
